SkadeNr SkadeAr avvikling antallskader SkadeEstimat Regress UtbetaltBelop RBNS
2690616-4 2012 1 0 -10001.00 0.00 0.00 -10001.00
2690811-4 2011 1 1 200000.00 0.00 -5270.00 194730.00
2690811-4 2011 2 0 -183055.00 0.00 -11675.00 -194730.00
2690811-5 2011 1 1 0.00 0.00 0.00 0.00
2697536-1 2012 0 1 812.00 0.00 -812.00 0.00
2699648-2 2010 1 1 40000.00 0.00 0.00 40000.00
2699648-2 2010 3 0 0.00 0.00 -3600.00 -3600.00
2699648-2 2010 4 0 45000.00 0.00 0.00 45000.00
2700084-3 2011 0 1 605000.00 0.00 -117886.00 487114.00
2700084-3 2011 1 0 2250000.00 0.00 -711813.00 1538187.00
2700084-3 2011 2 0 -37773.00 0.00 -1987528.00 -2025301.00
2702132-3 2010 0 1 5000.00 0.00 0.00 5000.00
2702132-3 2010 2 0 -5000.00 0.00 0.00 -5000.00
2703696-3 2011 1 1 0.00 0.00 0.00 0.00
2703696-4 2011 1 1 40000.00 0.00 -2560.00 37440.00
2703696-4 2011 2 0 -37440.00 0.00 0.00 -37440.00
2705106-3 2013 0 1 0.00 0.00 0.00 0.00
2708487-5 2011 0 0 1500000.00 0.00 -360.00 1499640.00
2708487-5 2011 1 1 -1497930.00 0.00 -1710.00 -1499640.00
2708741-7 2012 0 1 0.00 0.00 0.00 0.00
2710476-3 2012 0 0 650000.00 0.00 -46838.00 603162.00
2710476-3 2012 1 0 -350000.00 0.00 -46894.00 -396894.00
2710476-3 2012 2 1 207234.00 0.00 -413502.00 -206268.00
2710772-2 2012 0 1 949.00 0.00 -949.00 0.00
2711386-2 2011 0 1 3184.00 0.00 -3184.00 0.00
2711386-3 2011 0 0 40000.00 0.00 0.00 40000.00
2711386-3 2011 1 1 160000.00 0.00 -13588.00 146412.00
2711386-3 2011 2 0 -94887.00 0.00 -91525.00 -186412.00
2711795-4 2013 0 0 40000.00 0.00 -5350.00 34650.00
2711795-4 2013 1 1 7975.00 0.00 -42625.00 -34650.00
2711795-5 2013 0 1 0.00 0.00 0.00 0.00
2711795-6 2013 0 1 735.00 0.00 -735.00 0.00
2716549-1 2011 2 1 18670.00 0.00 -18670.00 0.00
2717707-3 2013 0 0 30000.00 0.00 -7095.00 22905.00
2717707-3 2013 1 1 4803.00 0.00 -27708.00 -22905.00
2722881-4 2012 0 0 15000.00 0.00 0.00 15000.00
2722881-4 2012 1 1 -15000.00 0.00 0.00 -15000.00
2722881-5 2012 0 1 40000.00 0.00 -12896.00 27104.00
2722881-5 2012 1 0 -25104.00 0.00 -2000.00 -27104.00
2726435-3 2012 1 1 40001.00 0.00 0.00 40001.00
2726435-3 2012 2 0 -40001.00 0.00 0.00 -40001.00
2726712-4 2012 0 1 10000.00 0.00 0.00 10000.00
2726712-4 2012 1 0 -10000.00 0.00 0.00 -10000.00
2740218-2 2011 0 0 55000.00 0.00 -40532.00 14468.00
2740218-2 2011 1 0 -50000.00 0.00 0.00 -50000.00
2740218-2 2011 2 1 25000.00 0.00 0.00 25000.00
2740218-2 2011 3 0 10532.00 0.00 0.00 10532.00
2740446-3 2013 1 1 1200.00 0.00 -1200.00 0.00
2745893-3 2012 1 1 12050.00 0.00 -12050.00 0.00
2745893-3 2012 3 0 9550.00 0.00 -9550.00 0.00
2746926-3 2011 0 1 2514.00 0.00 -2514.00 0.00
2747551-3 2011 0 1 0.00 0.00 0.00 0.00
2747805-4 2011 1 1 5000.00 0.00 -5000.00 0.00
2751417-2 2011 0 1 0.00 0.00 0.00 0.00
2751417-3 2011 0 1 4841.00 0.00 -4841.00 0.00
2753598-2 2011 1 1 6836.00 0.00 -6836.00 0.00
2754131-6 2011 0 0 1060000.00 0.00 -131106.00 928894.00
2754131-6 2011 1 0 300000.00 0.00 -138543.00 161457.00
2754131-6 2011 2 1 42871.50 0.00 -1133222.50 -1090351.00
2755076-2 2011 0 0 100000.00 0.00 -5084.00 94916.00
2755076-2 2011 1 1 -92276.00 0.00 -2640.00 -94916.00
2755126-2 2011 1 1 100000.00 0.00 -2660.00 97340.00
2755126-2 2011 2 0 -97340.00 0.00 0.00 -97340.00
2758164-2 2011 0 1 0.00 0.00 0.00 0.00
2758571-1 2011 0 1 412.00 0.00 -412.00 0.00
2758949-3 2013 0 1 100000.00 0.00 -11041.00 88959.00
2758949-3 2013 1 0 50000.00 0.00 -34678.75 15321.25
2760387-2 2011 0 1 501.00 0.00 -501.00 0.00
2762552-10 2014 0 1 15001.00 0.00 0.00 15001.00
2764838-4 2014 0 1 774.00 0.00 -774.00 0.00
2765334-2 2011 0 0 70000.00 0.00 -5124.00 64876.00
2765334-2 2011 2 1 530000.00 0.00 -53456.00 476544.00
2765334-2 2011 3 0 -450000.00 0.00 -71533.00 -521533.00
2765413-2 2011 0 1 5500.00 0.00 -5500.00 0.00
2769660-4 2014 0 1 15001.00 0.00 0.00 15001.00
2773753-2 2013 1 1 40000.00 0.00 0.00 40000.00
2773753-2 2013 2 0 -40000.00 0.00 0.00 -40000.00
2773753-4 2013 1 0 51000.00 0.00 -50939.00 61.00
2773753-4 2013 2 1 -61.00 0.00 0.00 -61.00
2774659-2 2011 3 1 25391.00 0.00 -25391.00 0.00
2777464-5 2013 0 1 15001.00 0.00 0.00 15001.00
2777464-5 2013 1 0 -15001.00 0.00 0.00 -15001.00
2778567-7 2011 0 0 40000.00 0.00 -1068.00 38932.00
2778567-7 2011 1 1 -38932.00 0.00 0.00 -38932.00
2778567-8 2011 0 1 40000.00 0.00 0.00 40000.00
2778567-8 2011 1 0 -40000.00 0.00 0.00 -40000.00
2784761-1 2011 0 1 180.00 0.00 -180.00 0.00
2785742-2 2011 0 1 0.00 0.00 0.00 0.00
2786237-5 2012 0 1 0.00 0.00 0.00 0.00
2788083-2 2012 0 1 10000.00 0.00 -7536.00 2464.00
2788083-2 2012 1 0 -2464.00 0.00 0.00 -2464.00
2790635-2 2011 0 1 320.00 0.00 -320.00 0.00
2792190-4 2014 0 1 0.00 0.00 0.00 0.00
2797206-5 2011 0 0 40000.00 0.00 0.00 40000.00
2797206-5 2011 1 0 160000.00 0.00 -25000.00 135000.00
2797206-5 2011 2 0 250000.00 0.00 -59977.00 190023.00
2797206-5 2011 3 1 450000.00 0.00 -101861.00 348139.00
2797206-5 2011 4 0 0.00 0.00 -32250.00 -32250.00
2798834-2 2013 0 1 0.00 0.00 0.00 0.00
2801966-4 2012 0 0 40000.00 0.00 -10727.00 29273.00
2801966-4 2012 1 1 -29273.00 0.00 0.00 -29273.00
2804865-2 2012 0 1 40000.00 0.00 -751.00 39249.00
2804865-2 2012 1 0 -39249.00 0.00 0.00 -39249.00
2806885-2 2011 0 1 0.00 0.00 0.00 0.00
2807666-1 2011 0 1 50000.00 0.00 -3460.00 46540.00
2807666-1 2011 1 0 -46540.00 0.00 0.00 -46540.00
2807666-2 2011 0 1 0.00 0.00 0.00 0.00
2807666-3 2011 0 0 50000.00 0.00 -3505.00 46495.00
2807666-3 2011 1 0 300000.00 0.00 -41876.00 258124.00
2807666-3 2011 2 1 600000.00 0.00 -68230.00 531770.00
2807666-3 2011 3 0 0.00 0.00 -15000.00 -15000.00
2807666-4 2011 0 0 300000.00 0.00 -1820.00 298180.00
2807666-4 2011 1 0 1200000.00 0.00 -68155.00 1131845.00
2807666-4 2011 2 1 0.00 0.00 -166132.00 -166132.00
2807666-4 2011 3 0 0.00 0.00 -887438.00 -887438.00
2807666-4 2011 4 0 -376455.00 0.00 0.00 -376455.00
2808243-1 2011 0 0 0.00 0.00 -1073.00 -1073.00
2808243-1 2011 1 1 1073.00 0.00 0.00 1073.00
2809479-1 2012 0 1 2182.00 0.00 -2182.00 0.00
2811114-4 2012 0 1 200000.00 0.00 -34799.00 165201.00
2811114-4 2012 1 0 0.00 0.00 -56386.00 -56386.00
2811114-4 2012 2 0 300000.00 0.00 -14801.00 285199.00
2811208-4 2013 1 1 0.00 0.00 0.00 0.00
2818231-2 2014 0 1 10000.00 0.00 0.00 10000.00
2820285-2 2011 0 1 60079.00 0.00 -60079.00 0.00
2821130-2 2011 0 1 6000.00 0.00 -6000.00 0.00
2821922-3 2015 0 1 15001.00 0.00 -320.00 14681.00
2822691-2 2013 1 1 100000.00 0.00 -30744.00 69256.00
2823409-1 2011 0 1 525.00 0.00 -525.00 0.00
2823409-2 2011 1 1 2575.00 0.00 -2575.00 0.00
2825071-5 2012 0 1 100000.00 0.00 -1661.00 98339.00
2825071-5 2012 1 0 -98339.00 0.00 0.00 -98339.00
2826372-3 2014 0 1 0.00 0.00 -1240.00 -1240.00
2826372-3 2014 1 0 1240.00 0.00 0.00 1240.00
2826526-2 2014 0 1 1.00 0.00 0.00 1.00
2837356-1 2012 0 1 5000.00 0.00 -3307.00 1693.00
2837356-1 2012 1 0 -1693.00 0.00 0.00 -1693.00
2840231-2 2014 0 1 15001.00 0.00 0.00 15001.00
2846949-2 2012 0 1 8000.00 0.00 -8000.00 0.00
2846949-2 2012 1 0 42000.00 0.00 -6681.00 35319.00
2846949-2 2012 2 0 0.00 0.00 -4097.00 -4097.00
2846949-3 2012 0 1 8000.00 0.00 -8000.00 0.00
2851430-8 2013 0 1 15001.00 0.00 -1656.00 13345.00
2851430-8 2013 1 0 -13345.00 0.00 0.00 -13345.00
2853499-2 2011 0 1 30754.00 0.00 -30754.00 0.00
2853499-2 2011 1 0 0.00 0.00 0.00 0.00
2853499-2 2011 2 0 69246.00 0.00 0.00 69246.00
2853499-2 2011 3 0 -49121.00 0.00 -20125.00 -69246.00
2854817-4 2013 1 1 110000.00 0.00 -655.00 109345.00
2857776-7 2013 1 1 0.00 0.00 0.00 0.00
2857776-8 2013 1 1 0.00 0.00 0.00 0.00
2857866-2 2013 0 1 350000.00 0.00 -35106.00 314894.00
2857866-2 2013 1 0 0.00 0.00 -50809.00 -50809.00
2859490-3 2013 1 1 0.00 0.00 0.00 0.00
2862190-10 2014 0 1 15001.00 0.00 0.00 15001.00
2866556-17 2014 0 1 10000.00 0.00 -10000.00 0.00
2866825-4 2012 0 1 40000.00 0.00 0.00 40000.00
2867017-1 2012 1 1 30002.00 0.00 0.00 30002.00
2867017-1 2012 2 0 -30002.00 0.00 0.00 -30002.00
2867972-1 2013 0 1 1320.00 0.00 -1320.00 0.00
2870892-2 2012 0 0 40000.00 0.00 -3000.00 37000.00
2870892-2 2012 1 1 -34320.00 0.00 -2680.00 -37000.00
2870998-2 2012 0 0 500000.00 0.00 -6164.00 493836.00
2870998-2 2012 1 0 0.00 0.00 -13257.00 -13257.00
2870998-2 2012 2 1 0.00 0.00 -68347.00 -68347.00
2871732-2 2013 1 1 410000.00 0.00 -39258.00 370742.00
2874241-2 2013 1 1 0.00 0.00 0.00 0.00
2874331-3 2013 0 1 0.00 0.00 0.00 0.00
2874331-4 2013 0 1 40000.00 0.00 -10000.00 30000.00
2874331-4 2013 1 0 -20000.00 0.00 -10000.00 -30000.00
2876043-2 2011 1 1 200000.00 0.00 -100000.00 100000.00
2876219-6 2013 1 1 1480.00 0.00 -1480.00 0.00
2878840-1 2012 1 0 15001.00 0.00 0.00 15001.00
2878840-1 2012 2 1 -15001.00 0.00 0.00 -15001.00
2880309-1 2012 0 1 829.00 0.00 -829.00 0.00
2885446-7 2012 2 1 0.00 0.00 0.00 0.00
2886894-2 2012 0 1 40000.00 0.00 -1215.00 38785.00
2886894-2 2012 1 0 -38785.00 0.00 0.00 -38785.00
2886894-3 2012 0 1 40000.00 0.00 -4293.00 35707.00
2886894-3 2012 1 0 -35707.00 0.00 0.00 -35707.00
2886971-2 2011 1 1 100000.00 0.00 -16992.00 83008.00
2886971-2 2011 2 0 -34158.50 0.00 -48849.50 -83008.00
2888630-3 2012 0 0 200000.00 0.00 -5930.00 194070.00
2888630-3 2012 1 1 -102172.00 0.00 -91898.00 -194070.00
2890796-2 2011 0 1 250000.00 0.00 -8015.00 241985.00
2890796-2 2011 1 0 -185737.00 0.00 -56248.00 -241985.00
2891066-4 2011 0 0 40000.00 0.00 -405.00 39595.00
2891066-4 2011 1 0 0.00 0.00 -9093.00 -9093.00
2891066-4 2011 2 0 0.00 0.00 -21507.00 -21507.00
2891066-4 2011 3 1 -8995.00 0.00 0.00 -8995.00
2894774-1 2011 0 1 0.00 0.00 0.00 0.00
2895523-3 2013 0 1 0.00 0.00 0.00 0.00
2896991-3 2011 0 1 3600.00 0.00 -3600.00 0.00
2899829-13 2012 2 1 1200.00 0.00 -1200.00 0.00
2900649-3 2013 0 0 40000.00 0.00 0.00 40000.00
2900649-3 2013 1 1 0.00 0.00 -1800.00 -1800.00
2905257-1 2013 0 1 0.00 0.00 0.00 0.00
2905449-1 2011 0 0 40000.00 0.00 -1729.00 38271.00
2905449-1 2011 1 1 -9315.00 0.00 -28956.00 -38271.00
2906284-1 2011 0 1 1000.00 0.00 -935.00 65.00
2906284-1 2011 1 0 -65.00 0.00 0.00 -65.00
2906284-2 2011 0 1 250000.00 0.00 -22400.00 227600.00
2906284-2 2011 1 0 0.00 0.00 -32853.00 -32853.00
2906284-2 2011 2 0 329153.00 0.00 -523900.00 -194747.00
2906284-2 2011 3 0 250847.00 0.00 -1280.00 249567.00
2906284-2 2011 4 0 120000.00 0.00 -20000.00 100000.00
2907005-11 2014 0 1 2050.00 0.00 -2050.00 0.00
2911562-5 2011 0 0 50001.00 0.00 0.00 50001.00
2911562-5 2011 1 0 -1.00 0.00 0.00 -1.00
2911562-5 2011 2 1 -50000.00 0.00 0.00 -50000.00
2912259-2 2013 0 0 50000.00 0.00 0.00 50000.00
2912259-2 2013 1 1 0.00 0.00 -5000.00 -5000.00
2912259-2 2013 2 0 -45000.00 0.00 0.00 -45000.00
2913241-2 2013 0 0 15001.00 0.00 0.00 15001.00
2913241-2 2013 1 1 -15001.00 0.00 0.00 -15001.00
2914048-9 2012 0 1 2029.00 0.00 -2029.00 0.00
2915245-2 2013 0 0 40000.00 0.00 0.00 40000.00
2915245-2 2013 1 1 0.00 0.00 -13684.00 -13684.00
2915245-2 2013 2 0 -11316.00 0.00 -15000.00 -26316.00
2920427-2 2012 0 1 10001.00 0.00 0.00 10001.00
2920427-2 2012 1 0 -10001.00 0.00 0.00 -10001.00
2925221-4 2014 0 1 0.00 0.00 0.00 0.00
2925510-9 2014 1 1 15001.00 0.00 0.00 15001.00
2929615-2 2014 0 1 1.00 0.00 0.00 1.00
2931434-3 2012 0 1 100000.00 0.00 -11863.00 88137.00
2931434-3 2012 1 0 135940.75 0.00 -224077.75 -88137.00
2931434-4 2012 1 1 1340.00 0.00 -1340.00 0.00
2933445-5 2013 0 1 20000.00 0.00 0.00 20000.00
2933445-5 2013 1 0 -20000.00 0.00 0.00 -20000.00
2935100-4 2014 0 1 0.00 0.00 0.00 0.00
2938602-4 2013 1 1 15001.00 0.00 -700.00 14301.00
2938626-1 2011 1 0 400000.00 0.00 -23703.00 376297.00
2938626-1 2011 2 1 -329907.00 0.00 -46390.00 -376297.00
2941252-2 2011 0 0 250000.00 0.00 0.00 250000.00
2941252-2 2011 1 1 650000.00 0.00 -45010.00 604990.00
2941252-2 2011 2 0 0.00 0.00 -66250.00 -66250.00
2941252-2 2011 3 0 0.00 0.00 -2400.00 -2400.00
2944464-2 2012 0 1 185.00 0.00 -185.00 0.00
2945584-2 2011 0 0 40000.00 0.00 -600.00 39400.00
2945584-2 2011 1 0 0.00 0.00 -800.00 -800.00
2945584-2 2011 2 1 -35190.00 0.00 -3410.00 -38600.00
2956203-1 2011 0 0 40001.00 0.00 0.00 40001.00
2956203-1 2011 1 0 9999.00 0.00 -5995.00 4004.00
2956203-1 2011 2 1 50000.00 0.00 0.00 50000.00
2959918-2 2013 0 1 5000.00 0.00 -5000.00 0.00
2959918-3 2013 0 1 0.00 0.00 0.00 0.00
2968281-4 2014 0 1 2959.00 0.00 -2959.00 0.00
2970806-2 2014 1 1 15001.00 0.00 0.00 15001.00
2975500-2 2013 0 0 15001.00 0.00 0.00 15001.00
2975500-2 2013 1 1 -15001.00 0.00 0.00 -15001.00
2975553-4 2012 0 1 12000.00 0.00 -12000.00 0.00
2975558-3 2012 0 1 2285.00 0.00 -2285.00 0.00
2977501-3 2013 0 1 15001.00 0.00 0.00 15001.00
2977501-3 2013 1 0 -15001.00 0.00 0.00 -15001.00
2977729-2 2011 1 0 200000.00 0.00 -12500.00 187500.00
2977729-2 2011 2 0 250000.00 0.00 -27812.50 222187.50
2977729-2 2011 3 1 -50525.00 0.00 -359162.50 -409687.50
2980247-10 2013 0 1 15001.00 0.00 0.00 15001.00
2980247-10 2013 1 0 -15001.00 0.00 0.00 -15001.00
2981396-2 2012 0 0 300000.00 0.00 -48444.00 251556.00
2981396-2 2012 1 0 0.00 0.00 -11165.00 -11165.00
2981396-2 2012 2 1 92809.00 0.00 -333200.00 -240391.00
2982080-2 2011 0 1 400.00 0.00 -400.00 0.00
2982938-2 2014 0 1 200000.00 0.00 -23070.00 176930.00
2982938-2 2014 1 0 0.00 0.00 -1265.00 -1265.00
2983859-2 2012 0 0 10001.00 0.00 0.00 10001.00
2983859-2 2012 1 1 -10001.00 0.00 0.00 -10001.00
2985248-2 2011 0 1 2303.00 0.00 -2303.00 0.00
2985248-3 2011 1 1 4550.00 0.00 -4550.00 0.00
2986470-2 2011 0 0 40000.00 0.00 -5300.00 34700.00
2986470-2 2011 1 1 -27100.00 0.00 -7600.00 -34700.00
2986611-2 2012 0 1 0.00 0.00 0.00 0.00
2987248-2 2013 0 1 9606.00 0.00 -9606.00 0.00
2992643-5 2013 0 1 15001.00 0.00 0.00 15001.00
2992643-5 2013 1 0 -15001.00 0.00 0.00 -15001.00
2992643-6 2013 1 1 0.00 0.00 0.00 0.00
2997806-4 2012 0 0 220000.00 0.00 0.00 220000.00
2997806-4 2012 1 0 0.00 0.00 -9188.00 -9188.00
2997806-4 2012 2 1 -193218.00 0.00 -17594.00 -210812.00
2998963-4 2013 0 0 600000.00 0.00 -37558.00 562442.00
2998963-4 2013 1 0 -300000.00 0.00 -15829.00 -315829.00
2998963-4 2013 2 1 -35958.00 0.00 -210655.00 -246613.00
2998963-5 2013 0 1 40000.00 0.00 -3579.00 36421.00
2998963-5 2013 1 0 -36421.00 0.00 0.00 -36421.00
2998963-6 2013 0 1 0.00 0.00 0.00 0.00
2998963-7 2013 0 1 7522.00 0.00 -7522.00 0.00
2998963-8 2013 0 1 40000.00 0.00 -12051.00 27949.00
2998963-8 2013 1 0 -27949.00 0.00 0.00 -27949.00
2999671-2 2012 0 1 8306.00 0.00 -8306.00 0.00
3007636-5 2013 0 0 0.00 0.00 -1963.00 -1963.00
3007636-5 2013 1 1 1963.00 0.00 0.00 1963.00
3009820-2 2014 0 1 15001.00 0.00 0.00 15001.00
3011063-3 2012 0 0 500000.00 0.00 -1200.00 498800.00
3011063-3 2012 1 1 1400000.00 0.00 -117562.00 1282438.00
3011063-3 2012 2 0 0.00 0.00 -15000.00 -15000.00
3015166-2 2012 0 1 40000.00 0.00 -5000.00 35000.00
3015166-2 2012 1 0 -35000.00 0.00 0.00 -35000.00
3020502-2 2012 0 1 0.00 0.00 0.00 0.00
3021659-2 2011 0 1 0.00 0.00 0.00 0.00
3024173-4 2012 0 1 10000.00 0.00 0.00 10000.00
3024173-4 2012 2 0 -10000.00 0.00 0.00 -10000.00
3026634-3 2013 0 0 900000.00 0.00 -53650.00 846350.00
3026634-3 2013 1 0 -427865.00 0.00 -418485.00 -846350.00
3026634-3 2013 2 1 10192.00 0.00 -10192.00 0.00
3027879-2 2012 0 1 600.00 0.00 -600.00 0.00
3028544-3 2014 1 1 0.00 0.00 -3470.00 -3470.00
3028772-2 2011 0 1 493.00 0.00 -493.00 0.00
3029189-5 2014 1 1 40000.00 0.00 0.00 40000.00
3030625-1 2012 2 1 0.00 0.00 0.00 0.00
3031900-5 2012 0 1 2560.00 0.00 -2560.00 0.00
3031900-6 2012 0 1 0.00 0.00 0.00 0.00
3034880-2 2012 0 1 31500.00 0.00 -31500.00 0.00
3040675-2 2013 0 0 40000.00 0.00 -4178.00 35822.00
3040675-2 2013 1 1 110000.00 0.00 -1810.00 108190.00
3042115-2 2011 0 1 585.00 0.00 -585.00 0.00
3044974-2 2011 1 1 40000.00 0.00 -6187.00 33813.00
3044974-2 2011 2 0 -33813.00 0.00 0.00 -33813.00
3045391-2 2011 0 1 0.00 0.00 0.00 0.00
3046632-5 2012 0 1 180.00 0.00 -180.00 0.00
3047187-2 2012 0 1 5229.00 0.00 -5229.00 0.00
3047453-3 2014 0 1 0.00 0.00 0.00 0.00
3052662-3 2011 0 0 40001.00 0.00 0.00 40001.00
3052662-3 2011 1 1 159999.00 0.00 -11198.00 148801.00
3052662-3 2011 2 0 0.00 0.00 -2420.00 -2420.00
3052662-3 2011 4 0 -174382.00 0.00 -12000.00 -186382.00
3052754-6 2012 1 1 40000.00 0.00 0.00 40000.00
3058232-3 2011 0 0 150000.00 0.00 0.00 150000.00
3058232-3 2011 1 0 400000.00 0.00 0.00 400000.00
3058232-3 2011 2 1 950000.00 0.00 -24994.00 925006.00
3058232-3 2011 3 0 0.00 0.00 -60907.00 -60907.00
3058232-4 2011 0 1 100000.00 0.00 -20000.00 80000.00
3058232-4 2011 1 0 3375.00 0.00 -83375.00 -80000.00
3063188-5 2014 1 1 15001.00 0.00 0.00 15001.00
3063188-6 2014 1 1 15001.00 0.00 0.00 15001.00
3063263-2 2012 0 1 50000.00 0.00 -4060.00 45940.00
3063263-2 2012 1 0 -43800.00 0.00 -2140.00 -45940.00
3063263-2 2012 2 0 8800.00 0.00 -709.00 8091.00
3063263-2 2012 3 0 1909.00 0.00 -10000.00 -8091.00
3063802-1 2011 1 1 30605.00 0.00 -30605.00 0.00
3064520-6 2014 0 1 100000.00 0.00 0.00 100000.00
3064520-6 2014 1 0 0.00 0.00 -1285.00 -1285.00
3064661-5 2014 0 1 120000.00 0.00 -12160.00 107840.00
3066010-2 2013 1 1 20000.00 0.00 -20000.00 0.00
3069168-2 2012 2 1 15001.00 0.00 0.00 15001.00
3070261-2 2012 0 1 3148.00 0.00 -3148.00 0.00
3076206-1 2012 0 1 2807.00 0.00 -2807.00 0.00
3076319-1 2012 1 1 0.00 0.00 0.00 0.00
3076319-2 2012 1 1 3800.00 0.00 -3800.00 0.00
3079506-4 2013 0 1 50224.00 0.00 -1030.00 49194.00
3079506-4 2013 1 0 -49194.00 0.00 0.00 -49194.00
3081065-1 2012 1 0 100000.00 0.00 -1200.00 98800.00
3081065-1 2012 2 1 -42273.00 0.00 -56527.00 -98800.00
3081956-4 2015 0 1 40001.00 0.00 0.00 40001.00
3081956-5 2015 0 1 40001.00 0.00 0.00 40001.00
3084541-2 2014 0 1 0.00 0.00 0.00 0.00
3084994-2 2012 0 1 0.00 0.00 0.00 0.00
3087473-2 2014 0 1 0.00 0.00 0.00 0.00
3089335-1 2012 1 1 2100.00 0.00 -2100.00 0.00
3092154-2 2013 0 1 10001.00 0.00 0.00 10001.00
3092154-2 2013 1 0 -10001.00 0.00 0.00 -10001.00
3092154-3 2013 0 0 15001.00 0.00 0.00 15001.00
3092154-3 2013 1 1 -15001.00 0.00 0.00 -15001.00
3093332-2 2012 0 1 40000.00 0.00 0.00 40000.00
3093332-2 2012 1 0 78473.00 0.00 -118473.00 -40000.00
3094821-4 2012 0 1 457.00 0.00 -457.00 0.00
3095139-2 2012 1 1 40001.00 0.00 0.00 40001.00
3095139-2 2012 2 0 -40001.00 0.00 0.00 -40001.00
3095139-4 2012 2 1 30461.00 0.00 -30461.00 0.00
3095577-3 2012 1 1 0.00 0.00 0.00 0.00
3097686-4 2012 0 1 0.00 0.00 0.00 0.00
3103367-3 2012 0 1 0.00 0.00 0.00 0.00
3103822-3 2013 0 1 0.00 0.00 0.00 0.00
3103822-4 2013 0 1 50000.00 0.00 -7340.00 42660.00
3103822-4 2013 1 0 30893.00 0.00 -68178.00 -37285.00
3103822-5 2013 0 0 50000.00 0.00 -6640.00 43360.00
3103822-5 2013 1 1 -15861.00 0.00 -27499.00 -43360.00
3104592-2 2013 1 1 560.00 0.00 -560.00 0.00
3107869-2 2011 0 1 20000.00 0.00 0.00 20000.00
3107869-2 2011 1 0 -20000.00 0.00 0.00 -20000.00
3108830-3 2014 0 1 250.00 0.00 -250.00 0.00
3109718-3 2012 0 1 10000.00 0.00 0.00 10000.00
3109718-3 2012 2 0 -10000.00 0.00 0.00 -10000.00
3109791-1 2011 1 1 150000.00 0.00 -42290.00 107710.00
3109791-1 2011 2 0 18306.75 0.00 -126016.75 -107710.00
3109791-2 2011 1 1 100000.00 0.00 -18289.00 81711.00
3109791-2 2011 2 0 -42117.00 0.00 -39594.00 -81711.00
3116418-2 2012 0 1 10001.00 0.00 0.00 10001.00
3116418-2 2012 1 0 -10001.00 0.00 0.00 -10001.00
3117144-4 2014 0 1 200000.00 0.00 0.00 200000.00
3117144-4 2014 1 0 0.00 0.00 -15000.00 -15000.00
3117144-5 2014 0 1 900000.00 0.00 0.00 900000.00
3117144-5 2014 1 0 0.00 0.00 -20000.00 -20000.00
3117144-6 2014 0 0 200000.00 0.00 0.00 200000.00
3117144-6 2014 1 1 0.00 0.00 -15000.00 -15000.00
3121758-2 2013 0 1 250000.00 0.00 -22370.00 227630.00
3121758-2 2013 1 0 -40655.00 0.00 -186975.00 -227630.00
3127378-2 2012 0 1 40000.00 0.00 -1482.00 38518.00
3127378-2 2012 1 0 -38518.00 0.00 0.00 -38518.00
3127378-3 2012 0 0 40000.00 0.00 -5580.00 34420.00
3127378-3 2012 1 0 0.00 0.00 -539.00 -539.00
3127378-3 2012 2 1 80000.00 0.00 -7791.00 72209.00
3127378-3 2012 3 0 0.00 0.00 -1285.00 -1285.00
3127378-4 2012 0 0 40000.00 0.00 0.00 40000.00
3127378-4 2012 1 1 -40000.00 0.00 0.00 -40000.00
3127721-2 2013 0 1 0.00 0.00 0.00 0.00
3128150-2 2011 0 0 350000.00 0.00 0.00 350000.00
3128150-2 2011 1 1 -324839.00 0.00 -25161.00 -350000.00
3129635-3 2013 0 1 40000.00 0.00 -10280.00 29720.00
3129635-3 2013 1 0 460000.00 0.00 -750.00 459250.00
3129930-2 2012 0 1 10000.00 0.00 0.00 10000.00
3129930-2 2012 1 0 -10000.00 0.00 0.00 -10000.00
3130834-4 2013 1 1 200000.00 0.00 -4875.00 195125.00
3133913-2 2014 0 1 200000.00 0.00 0.00 200000.00
3134236-10 2012 0 0 1000000.00 0.00 -8700.00 991300.00
3134236-10 2012 1 1 -340000.00 0.00 -41345.00 -381345.00
3134236-10 2012 2 0 1146815.00 0.00 -1756770.00 -609955.00
3134987-4 2014 0 1 1.00 0.00 0.00 1.00
3135080-2 2012 1 1 0.00 0.00 0.00 0.00
3135211-2 2014 0 1 40000.00 0.00 0.00 40000.00
3137888-3 2012 0 1 10001.00 0.00 0.00 10001.00
3137888-3 2012 1 0 -10001.00 0.00 0.00 -10001.00
3138066-2 2011 0 1 40001.00 0.00 0.00 40001.00
3138066-2 2011 1 0 -40001.00 0.00 0.00 -40001.00
3138066-3 2011 0 0 40001.00 0.00 0.00 40001.00
3138066-3 2011 1 1 -1.00 0.00 0.00 -1.00
3138066-3 2011 2 0 0.00 0.00 0.00 0.00
3138066-4 2011 0 0 40001.00 0.00 0.00 40001.00
3138066-4 2011 1 1 -40001.00 0.00 0.00 -40001.00
3139720-5 2012 0 1 1131.00 0.00 -1131.00 0.00
3143423-10 2013 1 1 1.00 0.00 0.00 1.00
3149688-2 2014 0 1 1.00 0.00 0.00 1.00
3149750-6 2012 0 1 150000.00 0.00 0.00 150000.00
3149750-6 2012 1 0 0.00 0.00 -10850.00 -10850.00
3149750-6 2012 2 0 200000.00 0.00 -106200.00 93800.00
